Datetime,Datetime_after,Flow_gpm_1,Flow_gpm_2,Flow_gpm_3,Level_above_V_in_After,Level_above_V_in_Before,Manual Level_in,SITE ID,calculated offset,Level_in,Level_in_clipped,Vnotch(in),CrestWidth(in),Flow (gpm),Flow (gpm) no stormflow,Flow (gpm) USBR,Flow (gpm) USBR no stormflow,Flow (gpm) CTRSC,Flow (gpm) CTRSC no stormflow
2018-05-14 10:55:00,,0.0,,,,,,SDR-554,,0.0,0.0,7.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-14 10:55:00,2018-05-14 11:00:00,,,,,0.0,6.581,SDR-554,-6.581,0.0,0.0,7.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-25 13:20:00,2018-05-25 13:25:00,,,,,0.0,6.786,SDR-554,-6.786,0.04,0.04,7.0,44.0,0.001,0.001,0.001,0.001,0.001,0.001
2018-06-12 09:05:00,2018-06-12 09:10:00,,,,,-1.41732283465,1.113,SDR-554,-2.53032283465,0.0,0.0,7.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-25 11:45:00,2018-06-25 11:50:00,,,,,-1.92913385827,1.405,SDR-554,-3.33413385827,0.0,0.0,7.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-10 11:15:00,,0.121519027574,,,,,,SDR-554,,,,7.0,44.0,,,,,,
2018-07-10 11:15:00,2018-07-10 11:20:00,,,,,0.314960629921,,SDR-554,,,,7.0,44.0,,,,,,
2018-07-25 09:50:00,,0.0,,,,,,SDR-554,,0.0,0.0,7.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-25 09:50:00,2018-07-25 09:55:00,,,,,-1.02362204724,5.857,SDR-554,-6.88062204724,0.0,0.0,7.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-07 10:35:00,2018-08-07 10:40:00,,,,,-0.314960629921,6.377,SDR-554,-6.69196062992,0.0,0.0,7.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-21 11:10:00,2018-08-21 11:15:00,,,,,-1.1811023622,5.547,SDR-554,-6.7281023622,0.0,0.0,7.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-05 09:30:00,2018-09-05 09:35:00,,,,,-0.708661417323,6.02,SDR-554,-6.72866141732,0.0,0.0,7.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-18 09:45:00,2018-09-18 09:50:00,,,,,-0.944881889764,0.92,SDR-554,-1.86488188976,0.0,0.0,7.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
