Datetime,Datetime_after,Flow_gpm_1,Flow_gpm_2,Flow_gpm_3,Level_above_V_in_After,Level_above_V_in_Before,Manual Level_in,Predicted_flow_After,Predicted_flow_Before,SITE ID,calculated offset,Level_in,Level_in_clipped,Vnotch(in),CrestWidth(in),Flow (gpm),Flow (gpm) no stormflow,Flow (gpm) USBR,Flow (gpm) USBR no stormflow,Flow (gpm) CTRSC,Flow (gpm) CTRSC no stormflow
2017-04-28 10:30:00,,,,,,0.79402,-0.311,,,SDR-036,1.10502,,,,,,,,,,
2017-05-11 11:05:00,,,,,,0.992525,2.496,,,SDR-036,-1.503475,,,,,,,,,,
2017-05-30 10:40:00,,,,,,0.5,2.221,,,SDR-036,-1.721,,,,,,,,,,
2017-06-08 11:45:00,,,,,,0.5,7.145,,,SDR-036,-6.645,,,,,,,,,,
2017-06-21 10:00:00,,,,,,0.125,1.567,,,SDR-036,-1.442,,,,,,,,,,
2017-07-10 14:20:00,,,,,,0.0,-4.572,,,SDR-036,4.572,,,,,,,,,,
2017-07-20 10:40:00,,,,,,0.0,0.953,,,SDR-036,-0.953,,,,,,,,,,
2017-08-03 10:15:00,,,,,,0.0,0.894,,,SDR-036,-0.894,,,,,,,,,,
2017-08-17 12:55:00,,,,,,0.0,0.747,,,SDR-036,-0.747,,,,,,,,,,
2017-08-31 12:00:00,,,,,,0.0,0.385,,,SDR-036,-0.385,,,,,,,,,,
2017-09-19 14:00:00,,,,,,0.0,-2.468,,,SDR-036,2.468,,,,,,,,,,
2017-10-03 10:40:00,,,,,,0.0,-0.193,,,SDR-036,0.193,,,,,,,,,,
2018-05-25 12:15:00,2018-05-25 12:20:00,,,,,0.0,0.451,,0.0,SDR-036J,-0.451,0.0,0.0,6.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-12 08:35:00,2018-06-12 08:40:00,,,,,0.0,0.418,,0.0,SDR-036J,-0.418,0.0,0.0,6.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-25 11:05:00,2018-06-25 11:10:00,,,,,0.0,0.551,,0.0,SDR-036J,-0.551,0.0,0.0,6.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-25 10:30:00,,0.0,,,,,,,,SDR-036J,,0.0,0.0,6.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-25 10:30:00,2018-07-25 10:35:00,,,,,0.0,0.642,,0.0,SDR-036J,-0.642,0.0,0.0,6.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-07 09:55:00,2018-08-07 10:00:00,,,,,0.0,0.598,,0.0,SDR-036J,-0.598,0.0,0.0,6.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-21 09:30:00,2018-08-21 09:35:00,,,,,0.0,0.587,,0.0,SDR-036J,-0.587,0.0,0.0,6.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-18 08:05:00,2018-09-18 08:10:00,,,,,0.0,0.689,,0.0,SDR-036J,-0.689,0.0,0.0,6.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-27 14:00:00,2018-09-27 14:05:00,,,,,,0.573,,,SDR-036J,,0.0,0.0,6.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
