Datetime,Datetime_after,Flow_gpm_1,Flow_gpm_2,Flow_gpm_3,Level_above_V_in_After,Level_above_V_in_Before,Manual Level_in,SITE ID,calculated offset,Level_in,Level_in_clipped,Vnotch(in),CrestWidth(in),Flow (gpm),Flow (gpm) no stormflow,Flow (gpm) USBR,Flow (gpm) USBR no stormflow,Flow (gpm) CTRSC,Flow (gpm) CTRSC no stormflow
2018-04-30 13:25:00,,1.75410074585,,,,,,SDR-607,,,,,,,,,,,
2018-05-15 08:05:00,,1.64843202622,,,,,,SDR-607,,1.1,1.1,8.0,53.0,2.92,2.92,2.92,2.92,2.92,2.92
2018-05-25 11:40:00,,1.10952155611,,,,,,SDR-607,,0.95,0.95,8.0,53.0,1.979,1.979,1.979,1.979,1.979,1.979
2018-06-12 10:40:00,,0.385690826647,,,,,,SDR-607,,0.0,0.0,8.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-26 08:40:00,,0.198128849305,,,,,,SDR-607,,0.77,0.77,8.0,53.0,1.17,1.17,1.17,1.17,1.17,1.17
2018-07-10 12:10:00,,0.0264171799073,,,,,,SDR-607,,0.49,0.49,8.0,53.0,0.378,0.378,0.378,0.378,0.378,0.378
2018-07-25 09:40:00,,0.0079251539722,,,,,,SDR-607,,0.5,0.5,8.0,53.0,0.398,0.398,0.398,0.398,0.398,0.398
2018-08-07 11:55:00,,0.0581177957961,,,,,,SDR-607,,0.38,0.38,8.0,53.0,0.2,0.2,0.2,0.2,0.2,0.2
2018-09-18 10:40:00,,0.412108006554,,,,,,SDR-607,,0.0,0.0,8.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0
